Epochs,0.1,0.01
1,8245.0,8302.0
2,8149.0,8447.0
3,8283.0,8526.0
4,8342.0,8572.0
5,8103.0,8615.0
6,7799.0,8645.0
7,8076.0,8662.0
8,7938.0,8701.0
9,7941.0,8716.0
10,8036.0,8733.0
11,7548.0,8744.0
12,8103.0,8754.0
13,8017.0,8769.0
14,7945.0,8778.0
15,8290.0,8791.0
16,8203.0,8805.0
17,8259.0,8818.0
18,8253.0,8820.0
19,8238.0,8824.0
20,8047.0,8825.0
21,8093.0,8831.0
22,8105.0,8835.0
23,8239.0,8842.0
24,8354.0,8836.0
25,7879.0,8842.0
26,8046.0,8849.0
27,8335.0,8848.0
28,8292.0,8853.0
29,8104.0,8853.0
30,8233.0,8856.0
31,7988.0,8863.0
32,8279.0,8857.0
33,8102.0,8859.0
34,8033.0,8852.0
35,8228.0,8851.0
36,8229.0,8852.0
37,7793.0,8848.0
38,8259.0,8856.0
39,7954.0,8861.0
40,8250.0,8855.0
41,8295.0,8861.0
42,8169.0,8863.0
43,7943.0,8865.0
44,8075.0,8853.0
45,8015.0,8857.0
46,7891.0,8859.0
47,7948.0,8873.0
48,8231.0,8857.0
49,8279.0,8859.0
50,8334.0,8860.0
51,7985.0,8857.0
52,8260.0,8850.0
53,7909.0,8853.0
54,8197.0,8853.0
55,7748.0,8863.0
56,8101.0,8855.0
57,7573.0,8846.0
58,8116.0,8841.0
59,7978.0,8835.0
60,8108.0,8841.0
61,8079.0,8842.0
62,7932.0,8840.0
63,8118.0,8853.0
64,8299.0,8844.0
65,8263.0,8841.0
66,8253.0,8841.0
67,8077.0,8826.0
68,8319.0,8827.0
69,8107.0,8829.0
70,8210.0,8830.0
71,7856.0,8826.0
72,8074.0,8832.0
73,8154.0,8822.0
74,7995.0,8824.0
75,8134.0,8831.0
76,8175.0,8841.0
77,8112.0,8850.0
78,8203.0,8837.0
79,8323.0,8832.0
80,8098.0,8818.0
81,8338.0,8816.0
82,8286.0,8826.0
83,8355.0,8824.0
84,8202.0,8827.0
85,8270.0,8829.0
86,8264.0,8832.0
87,8410.0,8827.0
88,8342.0,8824.0
89,8324.0,8825.0
90,8423.0,8824.0
91,8250.0,8823.0
92,8376.0,8819.0
93,8359.0,8810.0
94,8154.0,8808.0
95,8241.0,8812.0
96,8212.0,8814.0
97,8039.0,8810.0
98,7662.0,8808.0
99,8207.0,8808.0
